feel,27
pain,27
forget,14
inside,14
gone,14
stay,13
time,13
heal,12
heart,12
memories,11
ignored,11
listening,11
sometimes,10
nobody's,10
real,8
own,8
trust,8
easier,8
numb,8
tired,8
caught,8
undertow,8
stand,7
change,7
fear,7
try,7
breaking,7
habit,7
remember,6
possibilities,6
belong,6
am,6
held,6
pretend,6
trying,6
people,6
minute,6
top,6
stop,6
retrace,6
wrong,6
move,6
hear,6
you'll,6
told,6
loud,6
didn't,5
anymore,5
i'd,5
fault,5
worst,5
head,5
blame,5
shame,5
grave,5
handful,5
stress,5
confused,4
gain,4
break,4
aside,4
life,4
isn't,4
running,4
gotta,4
drop,4
shot,4
lies,4
run,4
little,4
giving,4
throw,4
waste,4
anger,4
chest,4
blood,4
sweat,4
tears,4
uphill,4
struggle,4
changing,3
faithlessness,3
day,3
lost,3
person,3
mind,3
words,3
left,3
lose,3
erase,3
'til,3
close,3
fall,3
looking,3
pushed,3
afraid,3
upper,3
hand,3
watch,3
hit,3
floor,3
missed,3
goes,3
replacing,3
kept,3
letting,3
bit,3
damage,3
realize,3
separate,3
what's,3
worth,3
fighting,3
scream,3
mean,3
alright,3
tonight,3
swear,3
warning,3
ignores,3
call,3
aware,3
becoming,3
disbelief,2
somehow,2
wasting,2
hollow,2
believe,2
wounds,2
look,2
bend,2
truth,2
lying,2
talk,2
push,2
times,2
standoffs,2
waiting,2
mine,2
deep,2
moving,2
past,2
matter,2
convince,2
watching,2
listen,2
attached,2
hated,2
started,2
space,2
comes,2
apart,2
battles,2
choose,2
instigate,2
tightly,2
hurt,2
feels,2
happy,2
deceit,2
feet,2
tiring,2
takes,2
hate,2
pressure,2
step,2
mistake,2
breathe,1
trusted,1
screaming,1
apologies,1
nothingness,1
vacancy,1
revealed,1
stuck,1
imagined,1
negativity,1
justify,1
'till,1
else,1
healed,1
exactly,1
criminal,1
stealing,1
taught,1
condescending,1
ought,1
pretended,1
fitting,1
pulling,1
tried,1
wondering,1
protect,1
courtesy,1
means,1
putting,1
concerned,1
walk,1
eggshells,1
stepped,1
cross,1
line,1
surely,1
counting,1
single,1
divide,1
lied,1
anyway,1
floating,1
secret,1
locked,1
pictures,1
they've,1
played,1
darkness,1
bringing,1
wish,1
forward,1
there'd,1
washing,1
helplessness,1
pretending,1
misplaced,1
simpler,1
loneliness,1
disregard,1
complaints,1
help,1
scars,1
insecure,1
unconfident,1
understand,1
sense,1
doubt,1
stops,1
wonder,1
happenin',1
distract,1
infinite,1
display,1
instead,1
setting,1
free,1
hearing,1
name,1
happening,1
slowly,1
found,1
escaped,1
committing,1
'em,1
everyday,1
regret,1
saying,1
consume,1
wound,1
picking,1
assume,1
safe,1
unless,1
start,1
clutching,1
cure,1
lock,1
door,1
catch,1
breath,1
anytime,1
options,1
paint,1
walls,1
fight,1
clarity,1
surprise,1
sift,1
dust,1
tension,1
building,1
steadily,1
forcing,1
peep,1
style,1
kids,1
checking,1
question,1
ignore,1
cut,1
basement,1
tracks,1
raps,1
rewind,1
we're,1
rolling,1
rhythm,1
rise,1
ashes,1
stylistic,1
division,1
non-stop,1
lyrics,1
living,1
forgotten,1
unforgiven,1
meantime,1
suppose,1
feelings,1
dirty,1
spreading,1
dirt,1
everything's,1
rhymes,1
else's,1
riding,1
guessing,1
write,1
set,1
sights,1
trash,1
talking,1
feeling,1
faithless,1
surface,1
expecting,1
walking,1
shoes,1
smothering,1
holding,1
control,1
fallen,1
front,1
failing,1
disappointed,1
